AE;Code SANDRE de la station;Nom de la station;Réseaux de mesure;RCS;RCO;RRP;RCB/RCR;CoordX;CoordY;ECHELLESTA COMITER;Contexte piscicole;TYPEFR_CONSOLIDE;Code Masse d'eau;Type de station;AREA_KM2_ME
AESN;03085533;LA MARNE A LANGRES 1;RCO;NON;OUI;NON;NON;877177.0004;6753435;DTVM;Intermédiaire;P10;FRHR104A;MEN;
AESN;03085558;LA LIEZ A LECEY 1;RCO;NON;OUI;NON;NON;881545.0004;6753806;DTVM;Intermédiaire;P10;FRHR104G;MEN;
AESN;03085584;LE JULIEN A LANGRES 2;RCO;NON;OUI;NON;NON;876036.9996;6754791;DTVM;Intermédiaire;P10;FRHR104A;MEN;
AESN;03085590;LA MARNE A LANGRES 3;RCO;NON;OUI;NON;NON;875087;6755793;DTVM;Intermédiaire;P10;FRHR104A;MEN;
AESN;03085700;LA MARNE A ROLAMPONT 2;RCO;NON;OUI;NON;NON;870662.0001;6763606;DTVM;Intermédiaire;M10;FRHR106A;MEN;
AESN;03085730;LA MARNE A MARNAY-SUR-MARNE 1;RCS-RCO;OUI;OUI;NON;NON;867644.011;6770351.907;DTVM;Intermédiaire;M10;FRHR106A;MEN;
AESN;03085769;LA TRAIRE A SARREY 2;RCO;NON;OUI;NON;NON;880160.9999;6770290;DTVM;Intermédiaire;P10;FRHR107;MEN;
AESN;03085825;LA TRAIRE A LOUVIERES 2;RCO;NON;OUI;NON;NON;869988.0002;6773343;DTVM;Intermédiaire;P10;FRHR107;MEN;
AESN;03085837;LA TRAIRE A POULANGY 1;RCO-RCB;NON;OUI;NON;OUI;866863;6773350;DTVM;Intermédiaire;P10;FRHR107;MEN;
AESN;03085922;LA SUIZE A VILLIERS-SUR-SUIZE 2;RCO;NON;OUI;NON;NON;863117.99;6767462.73;DTVM;Salmonicole;P10;FRHR108;MEN;
AESN;03085945;LA SUIZE A CHAUMONT 1;RCO-RCB;NON;OUI;NON;OUI;857979.0003;6780472;DTVM;Salmonicole;P10;FRHR108;MEN;
AESN;03086100;LA MARNE A RIAUCOURT 1;RCS-RCO-RRP;OUI;OUI;OUI;NON;859775.3021;6788638.489;DTVM;Intermédiaire;M10;FRHR106A;MEN;
AESN;03086340;LE RUISSEAU DE LA FORGE A BOLOGNE 1;RCO;NON;OUI;NON;NON;858299.0228;6791477.458;DTVM;Intermédiaire;TP10;FRHR106A-F5110600;MEN;
AESN;03086621;LE RIGOLOT A VIGNORY 3;RCO;NON;OUI;NON;NON;857449.9998;6799259;DTVM;Intermédiaire;TP10;FRHR106A-F5133000;MEN;
AESN;03087000;LA MARNE A GUDMONT-VILLIERS 1;RCO;NON;OUI;NON;NON;858640.9999;6806669;DTVM;Intermédiaire;M10;FRHR106A;MEN;
AESN;03088360;LE RONGEANT A JOINVILLE 1;RCO-RCB;NON;OUI;NON;OUI;859710.4645;6818659.415;DTVM;Salmonicole;P10;FRHR112;MEN;
AESN;03088800;LA MARNE A BAYARD-SUR-MARNE 3;RCS-RCO;OUI;OUI;NON;NON;853104.0004;6829590;DTVM;Cyprinicole;G9/10;FRHR113A;MEN;
AESN;03090010;LA MARNE A AMBRIERES 1;RCO;NON;OUI;NON;NON;837069.9995;6838359;DTVM;Cyprinicole;G9/10;FRHR113A;MEN;
AESN;03090470;LA BLAISE A WASSY 3;RCS;OUI;NON;NON;NON;842594.9997;6825561;DTVM;Intermédiaire;P9;FRHR116;MEN;
AESN;03090500;LA BLAISE A LOUVEMONT 1;RCO;NON;OUI;NON;NON;841341.9995;6829970;DTVM;Intermédiaire;P9;FRHR116;MEN;
AESN;03090780;LA BLAISE A ARRIGNY 1;RCO-RCB;NON;OUI;NON;OUI;825794.0003;6837468;DTVM;Salmonicole;M9;FRHR117;MEN;
AESN;03090923;L'ORCONTE A MATIGNICOURT-GONCOURT 1;RCO;NON;OUI;NON;NON;823943.9999;6843285;DTVM;;;;;
AESN;03091000;LA MARNE A FRIGNICOURT 1;RCS-RCO;OUI;OUI;NON;NON;816816.0004;6845675;DTVM;Cyprinicole;G9;FRHR113B;MEN;
AESN;03092500;LA MARNE A POGNY 1;RCB;NON;NON;NON;OUI;808582;6862821;DTVM;Cyprinicole;G9;FRHR130A;MEN;
AESN;03093300;LE ROGNON A NOGENT 2;RCO;NON;OUI;NON;NON;879378.9998;6775716;DTVM;Salmonicole;P10;FRHR109;MEN;
AESN;03093900;LE ROGNON A BOURDONS-SUR-ROGNON 3;RCS-RCO-RRP;OUI;OUI;OUI;NON;872027.0003;6792449;DTVM;Salmonicole;P10;FRHR109;MEN;
AESN;03094405;LA SUEURRE A VIGNES-LA-COTE 1;RCO-RCB;NON;OUI;NON;OUI;871078.9995;6798321;DTVM;Salmonicole;P10;FRHR110;MEN;
AESN;03094700;LA JOUX A ROCHES-BETTAINCOURT 1;RRP;NON;NON;OUI;NON;868735;6802957;DTVM;Salmonicole;TP10;FRHR111-F5180600;MEN;
AESN;03095000;LE ROGNON A DOULAINCOURT-SAUCOURT 2;RCS-RCO;OUI;OUI;NON;NON;860411.9997;6807022;DTVM;Salmonicole;M10;FRHR111;MEN;
AESN;03095300;LA SAULX A MONTIERS-SUR-SAULX 1;RCO-RCB;NON;OUI;NON;OUI;868013.9996;6829698;DTVM;Salmonicole;P10;FRHR120;MEN;
AESN;03096000;LA SAULX A SERMAIZE-LES-BAINS 2;RCO;NON;OUI;NON;NON;840009.9998;6855871;DTVM;Salmonicole;P9;FRHR121;MEN;
AESN;03096100;LA SAULX A ROBERT-ESPAGNE 1;RCS-RCO;OUI;OUI;NON;NON;850027.9997;6850350;DTVM;Salmonicole;P10;FRHR120;MEN;
AESN;03096400;LA CHEE A NETTANCOURT 1;RCO;NON;OUI;NON;NON;842710.0001;6865524;DTVM;Salmonicole;P9;FRHR124;MEN;
AESN;03096650;LA CHEE A MERLAUT 1;RCS;OUI;NON;NON;NON;823504.0004;6853255;DTVM;Cyprinicole;M9;FRHR125;MEN;
AESN;03096690;LA CHEE A BETTANCOURT-LA-LONGUE 1;RCO-RCB;NON;OUI;NON;OUI;838397.0001;6859180;DTVM;Intermédiaire;M9;FRHR125;MEN;
AESN;03097150;LA VIERE A VAL-DE-VIERE 1;RCO;NON;OUI;NON;NON;829124.0002;6857128;DTVM;Intermédiaire;P9;FRHR126;MEN;
AESN;03097571;LA BRUXENELLE A CHEMINON 2;RCO;NON;OUI;NON;NON;840166.0001;6850792;DTVM;Intermédiaire;TP9;FRHR128;MEN;
AESN;03097790;LA BRUXENELLE A VITRY-EN-PERTHOIS 1;RCO;NON;OUI;NON;NON;819936.0004;6850644;DTVM;Cyprinicole;TP9;FRHR128;MEN;
AESN;03098000;LA SAULX A VITRY-EN-PERTHOIS 1;RCS-RCO;OUI;OUI;NON;NON;819538.0003;6850737;DTVM;Cyprinicole;M9;FRHR127;MEN;
AESN;03098695;L'ORNAIN A ABAINVILLE 2;RCO;NON;OUI;NON;NON;883524.9996;6829435;DTVM;Salmonicole;P10;FRHR122A;MEN;
AESN;03099490;L'ORNAIN A GIVRAUVAL 1;RCS-RCO;OUI;OUI;NON;NON;871942.0001;6843184;DTVM;Salmonicole;P10;FRHR122B;MEN;
AESN;03099750;LE RUISSEAU MALVAL A NANCOIS-SUR-ORNAIN 1;RCO;NON;OUI;NON;NON;869620.0002;6848391;DTVM;Salmonicole;TP10;FRHR122B-F5670600;MEN;
AESN;03099950;L'ORNAIN A SILMONT 1;RCO;NON;OUI;NON;NON;865033.9998;6850314;DTVM;Salmonicole;P10;FRHR122B;MEN;
AESN;03101000;L'ORNAIN A FAINS-VEEL 1;RCO;NON;OUI;NON;NON;856306.9997;6857092;DTVM;Salmonicole;P9;FRHR123;MEN;
AESN;03101140;LE RUISSEAU DE VENISE A VAL-D'ORNAIN 1;RCO HYMO;NON;OUI;NON;NON;854901.5894;6858758.974;DTVM;Salmonicole;TP9;FRHR123-F5692000;MEN;
AESN;03101600;L'ORNAIN A REVIGNY-SUR-ORNAIN 3;RCO;NON;OUI;NON;NON;844281.9998;6860178;DTVM;Intermédiaire;P9;FRHR123;MEN;
AESN;03102000;L'ORNAIN A ALLIANCELLES 1;RCS;OUI;NON;NON;NON;838631.9999;6857163;DTVM;Intermédiaire;P9;FRHR123;MEN;
AESN;03102920;L'ISSON A SAINT-REMY-EN-BOUZEMONT-SAINT-GENEST-ET-ISSON 1;RCO;NON;OUI;NON;NON;820751;6838348;DTVM;Cyprinicole;P9;FRHR119;MEN;
AESN;03103370;LA COOLE A COOLUS 1;RCS;OUI;NON;NON;NON;799286;6870574;DTVM;Salmonicole;P9;FRHR134;MEN;
AESN;03103440;LA MOIVRE A FRANCHEVILLE 1;RCB;NON;NON;NON;OUI;812599.9999;6866556;DTVM;Salmonicole;P9;FRHR132;MEN;
AESN;03104000;LA MARNE A MATOUGUES 1;RCS-RCO;OUI;OUI;NON;NON;790859.0002;6878119;DTVM;Cyprinicole;G9;FRHR130A;MEN;
AESN;03104450;LA SOMME-SOUDE A CHAINTRIX-BIERGES 1;RCS;OUI;NON;NON;NON;780482.0003;6868443;DTVM;Salmonicole;P9;FRHR135;MEN;
AESN;03104543;LA BERLE A VILLENEUVE-RENNEVILLE-CHEVIGNY 2;RCO;NON;OUI;NON;NON;778110.9999;6868925;DTVM;Salmonicole;TP9;FRHR135-F6096000;MEN;
AESN;03104650;LA SOMME-SOUDE A CHAMPIGNEUL-CHAMPAGNE 1;RCO;NON;OUI;NON;NON;785741.0001;6875104;DTVM;Salmonicole;P9;FRHR135;MEN;
AESN;03104888;LE RU DE TREPAIL A VAUDEMANGE 1;RCO;NON;OUI;NON;NON;790123.0053;6888682.055;DTVM;Salmonicole;TP9;FRHR130B-F6104000;MEN;
AESN;03105142;LA LIVRE A AVENAY-VAL-D'OR 3;RCO;NON;OUI;NON;NON;776987.0002;6884956;DTVM;Salmonicole;TP9;FRHR136;MEN;
AESN;03105382;LE CUBRY A PIERRY 2;RCO;NON;OUI;NON;NON;769348.9995;6880687;DTVM;Salmonicole;P9;FRHR130C;MEFM;
AESN;03105462;LA MARNE A DAMERY 1;RCO;NON;OUI;NON;NON;764109;6885883;DTVM;Cyprinicole;G9;FRHR130B;MEN;
AESN;03105500;LA MARNE A REUIL 1;RCS;OUI;NON;NON;NON;758249.9997;6887129;DTVM;Cyprinicole;G9;FRHR130B;MEN;
AESN;03105640;LE RUISSEAU DE BELVAL A BINSON-ET-ORQUIGNY 1;RCO;NON;OUI;NON;NON;756880.9998;6887790;DTVM;Salmonicole;TP9;FRHR130B-F6138000;MEN;
AESN;03105790;LE FLAGOT A MAREUIL-LE-PORT 3;RCO;NON;OUI;NON;NON;754285;6887674;DTVM;Cyprinicole;TP9;FRHR130B-F6141000;MEN;
AESN;03105918;LE RU DE CHAMPVOISY A CHAMPVOISY 1;RCO;NON;OUI;NON;NON;747119.0624;6891992.346;DTVM;Salmonicole;TP9;FRHR138-F6157000;MEN;
AESN;03105946;LA SEMOIGNE A VERNEUIL 1;RCS;OUI;NON;NON;NON;749266.0002;6888277;DTVM;Salmonicole;P9;FRHR138;MEN;
AESN;03106690;LE RU DE LA BELLE AULNE A JAULGONNE 1;RCO HYMO;NON;OUI;NON;NON;739168.9998;6887772;DTVM;Cyprinicole;TP9;FRHR137-F6168000;MEN;
AESN;03107000;LA MARNE A JAULGONNE 2;RCO-RCB;NON;OUI;NON;OUI;738852.9995;6887290;DTVM;Cyprinicole;G9;FRHR137;MEFM;
AESN;03108098;LA MARNE A AZY-SUR-MARNE 1;RCS;OUI;NON;NON;NON;726999.0004;6877857;DTVM;Cyprinicole;G9;FRHR137;MEFM;
AESN;03109000;LA MARNE A LA FERTE-SOUS-JOUARRE 1;RCS-RCO;OUI;OUI;NON;NON;709127.0004;6871646;DTVM;Cyprinicole;G9;FRHR137;MEFM;
AESN;03112565;LE SURMELIN A SUIZY-LE-FRANC 1;RCB;NON;NON;NON;OUI;753965;6872592;DTVM;Salmonicole;P9;FRHR139;MEN;
AESN;03112710;LE SURMELIN A CELLES-LES-CONDE 3;RCS;OUI;NON;NON;NON;741687.0004;6878930;DTVM;Salmonicole;P9;FRHR139;MEN;
AESN;03112805;LA DHUYS A CONDE-EN-BRIE 1;RCB;NON;NON;NON;OUI;740955.9996;6878546;DTVM;Salmonicole;P9;FRHR140;MEN;
AESN;03113040;LE SURMELIN A MEZY-MOULINS 1;RCO-RCB-RRP;NON;OUI;OUI;OUI;737707.9996;6884522;DTVM;Salmonicole;M9;FRHR141;MEN;
AESN;03114395;L'OURCQ A BRUYERES-SUR-FERE 1;RCO-RCB;NON;OUI;NON;OUI;733627.0001;6900225;DTVM;Salmonicole;P9;FRHR144;MEN;
AESN;03114630;L'ORDRIMOUILLE A COINCY 1;RCO;NON;OUI;NON;NON;730759.0004;6896751;DTVM;Salmonicole;TP9;FRHR144-F6310600;MEN;
AESN;03115000;L'OURCQ A VICHEL-NANTEUIL 1;RCS-RCO;OUI;OUI;NON;NON;719605.9999;6898637;DTVM;Intermédiaire;P9;FRHR144;MEN;
AESN;03115758;LE RU DE BONNESVALYN A BONNESVALYN 1;RCO;NON;OUI;NON;NON;722697.9505;6890603.058;DTVM;Salmonicole;TP9;FRHR145-F6370800;MEN;
AESN;03115816;LE CLIGNON A BRUMETZ 1;RCO;NON;OUI;NON;NON;712306.9996;6888818;DTVM;Salmonicole;P9;FRHR145;MEN;
AESN;03115840;LE RU DU RHONE A COULOMBS-EN-VALOIS 2;RCO;NON;OUI;NON;NON;711911.8022;6888462.644;DTVM;Salmonicole;TP9;FRHR145-F6378000;MEN;
AESN;03115860;LE CLIGNON A MONTIGNY-L'ALLIER 1;RCS;OUI;NON;NON;NON;706923.9995;6890223;DTVM;Salmonicole;P9;FRHR145;MEN;
AESN;03115950;L'OURCQ A OCQUERRE 2;RCB;NON;NON;NON;OUI;703806.9999;6881832;DTVM;Cyprinicole;M9;FRHR146;MEN;
AESN;03128190;LE GRAND RIAUX A SAINT-MICHEL 1;RRP;NON;NON;OUI;NON;784166;6981518;DTVO;Salmonicole;P22;FRHR173;MEN;
AESN;03128270;LE GLAND A SAINT-MICHEL 2;RCS-RCO-RRP;OUI;OUI;OUI;NON;783332.9995;6980997;DTVO;Salmonicole;P22;FRHR173;MEN;
AESN;03128500;L'OISE A HIRSON 1;RCO-RCB;NON;OUI;NON;OUI;779316.9995;6985846;DTVO;Intermédiaire;TP22;FRHR172;MEN;
AESN;03128745;L'OISE A OHIS 1;RCO;NON;OUI;NON;NON;772651.0002;6981771;DTVO;Intermédiaire;M9;FRHR174;MEN;
AESN;03128837;L'AUBE A HANNAPPES 1;RCO-RRP;NON;OUI;OUI;NON;788484.0001;6970269;DTVO;Salmonicole;TP9;FRHR175-H0031500;MEN;
AESN;03128935;LE TON A ORIGNY-EN-THIERACHE 2;RCS-RCO-RRP;OUI;OUI;OUI;NON;773641.0003;6977890;DTVO;Salmonicole;P9;FRHR175;MEN;
AESN;03128987;LE LERZY A SORBAIS 1;RCO;NON;OUI;NON;NON;764190.0005;6979358;DTVO;Intermédiaire;TP9;FRHR176-H0042000;MEN;
AESN;03129020;L'OISE A ERLOY 1;RCS-RCO-RRP;OUI;OUI;OUI;NON;759529.0003;6979372;DTVO;Intermédiaire;M9;FRHR176;MEN;
AESN;03129180;L'OISE A LESQUIELLES-SAINT-GERMAIN 3;RCO;NON;OUI;NON;NON;744398.9999;6981095;DTVO;Intermédiaire;M9;FRHR176;MEN;
AESN;03129380;LE MORTEAU A LE NOUVION-EN-THIERACHE 1;RCO;NON;OUI;NON;NON;754093;6990370;DTVO;Salmonicole;TP20;FRHR177B;MEN;
AESN;03129440;LE MORTEAU A BOUE 1;RCO;NON;OUI;NON;NON;750679.0004;6990185;DTVO;Salmonicole;TP20;FRHR177B;MEN;
AESN;03129730;L'IRON A IRON 1;RCO-RCB;NON;OUI;NON;OUI;747385.9997;6984484;DTVO;Intermédiaire;TP20;FRHR177A-H0061000;MEN;
AESN;03129817;LE NOIRRIEU A VADENCOURT 1;RCO;NON;OUI;NON;NON;741703.9998;6981202;DTVO;Salmonicole;TP20;FRHR177A;MEFM;
AESN;03130270;L'OISE A RIBEMONT 1;RCO;NON;OUI;NON;NON;734098.0002;6968121;DTVO;Intermédiaire;M9;FRHR178A;MEN;
AESN;03130490;L'OISE A MEZIERES-SUR-OISE 1;RCS-RCO;OUI;OUI;NON;NON;728777.9997;6964700;DTVO;Intermédiaire;M9;FRHR178A;MEN;
AESN;03131000;L'OISE A CONDREN 2;RCS-RCO;OUI;OUI;NON;NON;720411.0001;6947123;DTVO;Cyprinicole;G9;FRHR178B;MEN;
AESN;03131800;LE RIEU A TERGNIER 1;RCO;NON;OUI;NON;NON;721630.9999;6952123;DTVO;Cyprinicole;TP9;FRHR178B-H0207000;MEN;
AESN;03132000;L'OISE A BEAUTOR 1;RCO;NON;OUI;NON;NON;725236.9995;6950041;DTVO;Cyprinicole;G9;FRHR178B;MEN;
AESN;03132260;L'OISE A CHAUNY 1;RCO;NON;OUI;NON;NON;716155.9996;6945220;DTVO;Cyprinicole;G9;FRHR178B;MEN;
AESN;03132555;LE RU DE CAMELIN A BRETIGNY 1;RCO;NON;OUI;NON;NON;707945.0002;6939482;DTVO;Cyprinicole;TP9;FRHR185-H0301000;MEN;
AESN;03132736;LA VERSE A GUISCARD 2;RCO;NON;OUI;NON;NON;702013;6950117;DTVO;Salmonicole;P9;FRHR186;MEN;
AESN;03132827;LA VERSE A PONT-L'EVEQUE 1;RCO;NON;OUI;NON;NON;699998.9999;6940480;DTVO;Salmonicole;P9;FRHR186;MEN;
AESN;03132909;LA DIVETTE A LASSIGNY 1;RCO;NON;OUI;NON;NON;689598.0004;6943994;DTVO;Salmonicole;TP9;FRHR185-H0321000;MEN;
AESN;03132976;LA DIVETTE A PASSEL 4;RCO-RCB;NON;OUI;NON;OUI;698222.9999;6939647;DTVO;Salmonicole;TP9;FRHR185-H0321000;MEN;
AESN;03133000;L'OISE A CHIRY-OURSCAMPS 1;RCS;OUI;NON;NON;NON;697819.9995;6937303;DTVO;Cyprinicole;G9;FRHR185;MEN;
AESN;03133474;L'OISE A CAMBRONNE-LES-RIBECOURT 1;RCO;NON;OUI;NON;NON;693694.0004;6933272;DTVO;Cyprinicole;G9;FRHR185;MEN;
AESN;03133670;LE MATZ A MELICOCQ 1;RCO;NON;OUI;NON;NON;689920.0003;6932919;DTVO;Salmonicole;TP9;FRHR187;MEN;
AESN;03133690;LE MATZ A THOUROTTE 1;RCO;NON;OUI;NON;NON;692521.0002;6931894;DTVO;Salmonicole;TP9;FRHR187;MEN;
AESN;03133850;L'OISE A CLAIROIX 1;RCB;NON;NON;NON;OUI;690171.0001;6926907;DTVO;Cyprinicole;G9;FRHR185;MEN;
AESN;03133937;L'ARONDE A CLAIROIX 1;RCS-RCO;OUI;OUI;NON;NON;689328.9997;6926719;DTVO;Salmonicole;P9;FRHR188;MEN;
AESN;03134000;L'OISE A COMPIEGNE 1;RCS-RCO;OUI;OUI;NON;NON;684541;6922111;DTVO;Cyprinicole;TG9;FRHR216C;MEFM;
AESN;03134560;L'AUTOMNE A COYOLLES 1;RCO;NON;OUI;NON;NON;703205.0005;6904104;DTVO;Salmonicole;P9;FRHR217A;MEN;
AESN;03134708;LE RU DES TAILLANDIERS A DUVY 1;RCO;NON;OUI;NON;NON;689897.0002;6905077;DTVO;Salmonicole;TP9;FRHR217B-H2022000;MEN;
AESN;03134730;LA RIVIERE SAINTE-MARIE A GLAIGNES 1;RCS-RCO;OUI;OUI;NON;NON;689083.9995;6907895;DTVO;Salmonicole;TP9;FRHR217B;MEN;
AESN;03134800;L'AUTOMNE A SAINTINES 2;RCO-RCB;NON;OUI;NON;OUI;683538.9996;6911978;DTVO;Salmonicole;P9;FRHR217A;MEN;
AESN;03135000;L'OISE A VERBERIE 1;RCO;NON;OUI;NON;NON;679938.0002;6912505;DTVO;Cyprinicole;TG9;FRHR216C;MEFM;
AESN;03136000;L'OISE A PONT-SAINTE-MAXENCE 2;RCS-RCO;OUI;OUI;NON;NON;671205.0005;6911549;DTVO;Cyprinicole;TG9;FRHR216C;MEFM;
AESN;03136600;LE RHONY A RIEUX 1;RCO;NON;OUI;NON;NON;664889.0002;6911248;DTVO;Cyprinicole;TP9;FRHR216C-H2048000;MEN;
AESN;03137000;L'OISE A CREIL 1;RCO;NON;OUI;NON;NON;661703.9998;6907052;DTVO;Cyprinicole;TG9;FRHR216C;MEFM;
AESN;03137290;L'OISE A SAINT-LEU-D'ESSERENT 1;RCO;NON;OUI;NON;NON;657959.0003;6901692;DTVO;Cyprinicole;TG9;FRHR216A;MEFM;
AESN;03138000;L'OISE A BEAUMONT-SUR-OISE 1;RCS-RCO;OUI;OUI;NON;NON;647847.9997;6894199;DTVO;Cyprinicole;TG9;FRHR216A;MEFM;
AESN;03138390;L'ESCHES A BORNEL 1;RCS-RCO;OUI;OUI;NON;NON;641920.9997;6900333;DTVO;Salmonicole;P9-A;FRHR216B;MEFM;
AESN;03138485;L'ESCHES A PERSAN 1;RCO;NON;OUI;NON;NON;646836;6894163;DTVO;Salmonicole;P9-A;FRHR216B;MEFM;
AESN;03141820;L'AILETTE A COLLIGIS-CRANDELAIN 1;RCO;NON;OUI;NON;NON;745431.0004;6929239;DTVO;Intermédiaire;P9;FRHR184C;MEFM;
AESN;03141950;L'ARDON A CHIVY-LES-ETOUVELLES 1;RCO;NON;OUI;NON;NON;742646;6936462;DTVO;Intermédiaire;P9;FRHR184D;MEN;
AESN;03141984;L'ARDON A ROYAUCOURT-ET-CHAILVET 1;RCO-RCB;NON;OUI;NON;OUI;738983.9998;6933700;DTVO;Intermédiaire;P9;FRHR184D;MEN;
AESN;03142520;L'AILETTE A LANDRICOURT 2;RCS-RCO;OUI;OUI;NON;NON;726322.9996;6932650;DTVO;Intermédiaire;M9;FRHR184E;MEN;
AESN;03143000;L'AILETTE A BICHANCOURT 1;RCO-RCB;NON;OUI;NON;OUI;715145.0003;6940899;DTVO;Intermédiaire;M9;FRHR184E;MEN;
AESN;03143225;LA SERRE A LE FRETY 2;RCS-RCO;OUI;OUI;NON;NON;790836.0001;6960227;DTVO;Salmonicole;P9;FRHR179;MEN;
AESN;03143810;LE HURTAUT A NOIRCOURT 1;RCO;NON;OUI;NON;NON;778900.0001;6952383;DTVO;Salmonicole;TP9;FRHR179-H0104000;MEN;
AESN;03144245;LE CHERTEMPS A GERCY 1;RCO;NON;OUI;NON;NON;761970.9997;6969141;DTVO;Salmonicole;TP9;FRHR180-H0114000;MEN;
AESN;03144280;LE VILPION A LUGNY 1;RCO;NON;OUI;NON;NON;758295.0004;6964755;DTVO;Salmonicole;M9;FRHR180;MEN;
AESN;03144440;LA BRUNE A HOURY 1;RCB;NON;NON;NON;OUI;761364.9995;6965050;DTVO;Salmonicole;P9;FRHR181;MEN;
AESN;03144475;LE VILPION A MARCY-SOUS-MARLE 1;RCS-RCO;OUI;OUI;NON;NON;753410.9996;6960077;DTVO;Intermédiaire;M9;FRHR180;MEN;
AESN;03144595;LA SOUCHE A CHIVRES-EN-LAONNOIS 1;RCO;NON;OUI;NON;NON;760313.9997;6947663;DTVO;Intermédiaire;P9;FRHR182;MEN;
AESN;03144675;LA SOUCHE A FROIDMONT-COHARTILLE 1;RCO-RCB;NON;OUI;NON;OUI;751293;6954754;DTVO;Intermédiaire;P9;FRHR182;MEN;
AESN;03144735;LE RUISSEAU DES BARENTONS A BARENTON-CEL 1;RCO;NON;OUI;NON;NON;746781;6948628;DTVO;Intermédiaire;TP9;FRHR182-H0160600;MEN;
AESN;03144945;LE PERON A MESBRECOURT-RICHECOURT 1;RCS-RCO;OUI;OUI;NON;NON;738096.0003;6956860;DTVO;Intermédiaire;TP9;FRHR183-H0182000;MEN;
AESN;03145000;LA SERRE A NOUVION-ET-CATILLON 1;RCO-RCB;NON;OUI;NON;OUI;734962.0002;6954903;DTVO;Intermédiaire;M9;FRHR183;MEN;
AESN;03145290;L'AISNE A LISLE-EN-BARROIS 1;RCS-RCO;OUI;OUI;NON;NON;851396.9996;6870317;DTVO;Salmonicole;TP9;FRHR189;MEN;
AESN;03145675;L'ANTE A VILLERS-EN-ARGONNE 1;RCO;NON;OUI;NON;NON;839568.9999;6881818;DTVO;Cyprinicole;P9;FRHR191;MEN;
AESN;03145880;L'AUVE A SAINTE-MENEHOULD 1;RCO-RCB;NON;OUI;NON;OUI;837812.0002;6888295;DTVO;Salmonicole;P9;FRHR192;MEN;
AESN;03145931;LE RUISSEAU DU SOUGNIAT A CHAUDEFONTAINE 1;RCO;NON;OUI;NON;NON;838144.9999;6891705;DTVO;Intermédiaire;TP9;FRHR190-H1051000;MEN;
AESN;03145985;L'AISNE A CHAUDEFONTAINE 1;RCS-RCO;OUI;OUI;NON;NON;836471.9999;6890717;DTVO;Intermédiaire;M9;FRHR190;MEN;
AESN;03146000;L'AISNE A LA NEUVILLE-AU-PONT 1;RCO;NON;OUI;NON;NON;835344.0004;6893036;DTVO;Intermédiaire;M9;FRHR190;MEN;
AESN;03146445;LA BIESME A SAINT-THOMAS-EN-ARGONNE 1;RCO;NON;OUI;NON;NON;836226.9997;6899413;DTVO;Salmonicole;P9;FRHR193;MEN;
AESN;03146498;L'AISNE A SERVON-MELZICOURT 1;RCO;NON;OUI;NON;NON;833517.0001;6902977;DTVO;Intermédiaire;M9;FRHR194;MEN;
AESN;03146579;LA TOURBE A VILLE-SUR-TOURBE 1;RCO;NON;OUI;NON;NON;831600.9999;6900415;DTVO;Salmonicole;TP9;FRHR194-H1079000;MEN;
AESN;03146890;L'AISNE A MOURON 1;RCO-RCB;NON;OUI;NON;OUI;829679;6913484;DTVO;Cyprinicole;G9;FRHR199;MEN;
AESN;03147888;LE RUISSEAU DE L'INDRE A SAVIGNY-SUR-AISNE 1;RCO;NON;OUI;NON;NON;824173.0001;6920312;DTVO;Salmonicole;TP9;FRHR199-H1216000;MEN;
AESN;03148220;LA FOURNELLE A QUATRE-CHAMPS 1;RCS-RCO;OUI;OUI;NON;NON;828057.0004;6928205;DTVO;Salmonicole;P9;FRHR200;MEN;
AESN;03148650;LA MUETTE A VOUZIERS 1;RCO;NON;OUI;NON;NON;823287.9999;6925119;DTVO;Cyprinicole;TP9;FRHR199-H1231000;MEN;
AESN;03149077;LE RUISSEAU DE SAINT-LAMBERT A CHARBOGNE 1;RCO;NON;OUI;NON;NON;816075.0002;6934242;DTVO;Salmonicole;TP9;FRHR199-H1246000;MEN;
AESN;03149081;L'AISNE A ATTIGNY 1;RCS-RCO;OUI;OUI;NON;NON;814468.0002;6932337;DTVO;Cyprinicole;G9;FRHR199;MEN;
AESN;03149158;LE RUISSEAU DE SAULCES A ALLAND'HUY-ET-SAUSSEUIL 1;RCO-RCB;NON;OUI;NON;OUI;811191.0005;6936656;DTVO;Salmonicole;TP9;FRHR201;MEN;
AESN;03149176;L'AISNE A RETHEL 1;RCO;NON;OUI;NON;NON;797414;6935488;DTVO;Cyprinicole;G9;FRHR202A;MEN;
AESN;03149353;LA VAUX A HAUTEVILLE 1;RCS-RCO;OUI;OUI;NON;NON;794592.0004;6943506;DTVO;Intermédiaire;P9;FRHR203;MEN;
AESN;03149420;LE PLUMION A NOVION-PORCIEN 2;RCO-RCB;NON;OUI;NON;OUI;802144.0004;6943635;DTVO;Salmonicole;P9;FRHR204;MEN;
AESN;03149440;LA DYONNE A NOVY-CHEVRIERES 1;RCO;NON;OUI;NON;NON;804304.9998;6941411;DTVO;Salmonicole;TP9;FRHR204-H1325000;MEN;
AESN;03149487;LA VAUX A ECLY 1;RCO-RCB;NON;OUI;NON;OUI;793808.0004;6938372;DTVO;Intermédiaire;P9;FRHR203;MEN;
